http://catalogue.bnf.fr/	BENC	CTHS	http://gallica.bnf.fr/	pages	OCR	année	nº in coll.	tome	nº in série	format	sous-collection	titre	éditeur (@key)	éditeur (@ref)	auteur (@key)	auteur (@ref)	collection	exemplaire CTHS ?	regroupement (titre)	regroupement (ark, notice BnF)	code erreur	commentaire
ark:/12148/cb34018005s	101190	951	ark:/12148/bpt6k6220813m	876	98.5	1900		13			 -	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire. Tome XIII : 23 avril 1794 - 28 mai 1794 (4 floréal An II - 9 prairial An II)	Aulard, François-Alphonse (1849-1928) 	http://catalogue.bnf.fr/ark:/12148/cb11889556h	France. Convention nationale. Comité de salut public	http://catalogue.bnf.fr/ark:/12148/cb121555158	Collection de documents inédits sur l'histoire de France 	oui	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire	http://catalogue.bnf.fr/ark:/12148/cb34018005s	auteur_personne-morale	
ark:/12148/cb34018005s	101191	953	ark:/12148/bpt6k6216269h	852	98.5	1901		14			 -	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire. Tome XIV : 29 mai 1794 - 7 juillet 1794 (10 prairial An II - 19 messidor An II)	Aulard, François-Alphonse (1849-1928) 	http://catalogue.bnf.fr/ark:/12148/cb11889556h	France. Convention nationale. Comité de salut public	http://catalogue.bnf.fr/ark:/12148/cb121555158	Collection de documents inédits sur l'histoire de France 	oui	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire	http://catalogue.bnf.fr/ark:/12148/cb34018005s	auteur_personne-morale	
ark:/12148/cb34018005s	101192	954	ark:/12148/bpt6k6216336g	870	98.5	1903		15			 -	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire. Tome XV : 8 juillet 1794 - 9 août 1794 (20 messidor An II - 22 thermidor An II)	Aulard, François-Alphonse (1849-1928) 	http://catalogue.bnf.fr/ark:/12148/cb11889556h	France. Convention nationale. Comité de salut public	http://catalogue.bnf.fr/ark:/12148/cb121555158	Collection de documents inédits sur l'histoire de France 	oui	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire	http://catalogue.bnf.fr/ark:/12148/cb34018005s	auteur_personne-morale	
ark:/12148/cb34018005s	101193	955	ark:/12148/bpt6k6216569j	884	98.66	1904		16			 -	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire. Tome XVI : 10 août 1794 - 20 septembre 1794 (23 thermidor An II - 4e jour des sans-culottides An II)	Aulard, François-Alphonse (1849-1928) 	http://catalogue.bnf.fr/ark:/12148/cb11889556h	France. Convention nationale. Comité de salut public	http://catalogue.bnf.fr/ark:/12148/cb121555158	Collection de documents inédits sur l'histoire de France 	oui	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire	http://catalogue.bnf.fr/ark:/12148/cb34018005s	auteur_personne-morale	
ark:/12148/cb34018005s	101194	956	ark:/12148/bpt6k6222525d	894	98.76	1906		17			 -	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire. Tome XVII : 21 septembre 1794 - 6 novembre 1794 (5e jour des sans-culottides An II - 16 brumaire An III)	Aulard, François-Alphonse (1849-1928) 	http://catalogue.bnf.fr/ark:/12148/cb11889556h	France. Convention nationale. Comité de salut public	http://catalogue.bnf.fr/ark:/12148/cb121555158	Collection de documents inédits sur l'histoire de France 	oui	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire	http://catalogue.bnf.fr/ark:/12148/cb34018005s	auteur_personne-morale	
ark:/12148/cb34018005s	101195	957	ark:/12148/bpt6k6530870n	899	99.69 	1908		18			 -	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire. Tome XVIII : 7 novembre 1794 - 20 décembre 1794 (17 brumaire An III - 30 frimaire An III) 	Aulard, François-Alphonse (1849-1928) 	http://catalogue.bnf.fr/ark:/12148/cb11889556h	France. Convention nationale. Comité de salut public	http://catalogue.bnf.fr/ark:/12148/cb121555158	Collection de documents inédits sur l'histoire de France 	oui	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire	http://catalogue.bnf.fr/ark:/12148/cb34018005s	auteur_personne-morale	
ark:/12148/cb34018005s	101196	958	ark:/12148/bpt6k62213544	844	98.5 	1909		19			 -	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire. Tome XIX : 21 décembre 1794 - 31 janvier 1795 (1er nivôse An III - 12 pluviôse An III)	Aulard, François-Alphonse (1849-1928) 	http://catalogue.bnf.fr/ark:/12148/cb11889556h	France. Convention nationale. Comité de salut public	http://catalogue.bnf.fr/ark:/12148/cb121555158	Collection de documents inédits sur l'histoire de France 	oui	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire	http://catalogue.bnf.fr/ark:/12148/cb34018005s	auteur_personne-morale	
ark:/12148/cb34018005s	101197	959	ark:/12148/bpt6k6221115b	868	98.5 	1910		20			 -	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire. Tome XX : 1er février 1795 - 11 mars 1795 (13 pluviôse An III - 21 ventôse An III)	Aulard, François-Alphonse (1849-1928) 	http://catalogue.bnf.fr/ark:/12148/cb11889556h	France. Convention nationale. Comité de salut public	http://catalogue.bnf.fr/ark:/12148/cb121555158	Collection de documents inédits sur l'histoire de France 	oui	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire	http://catalogue.bnf.fr/ark:/12148/cb34018005s	auteur_personne-morale	
ark:/12148/cb34018005s	101198	960	ark:/12148/bpt6k6221115b	868	98.5 	1911		21			 -	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire. Tome XXI : 12 mars 1795 - 11 avril 1795 (22 ventôse An III - 22 germinal An III)	Aulard, François-Alphonse (1849-1928) 	http://catalogue.bnf.fr/ark:/12148/cb11889556h	France. Convention nationale. Comité de salut public	http://catalogue.bnf.fr/ark:/12148/cb121555158	Collection de documents inédits sur l'histoire de France 	oui	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire	http://catalogue.bnf.fr/ark:/12148/cb34018005s	auteur_personne-morale	
ark:/12148/cb34018005s	101180	961	ark:/12148/bpt6k65149498	894	99.67	1912		22			 -	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire. Tome XXII : 12 avril 1795 - 9 mai 1795 (22 germinal An III - 20 floréal An III)	Aulard, François-Alphonse (1849-1928) 	http://catalogue.bnf.fr/ark:/12148/cb11889556h	France. Convention nationale. Comité de salut public	http://catalogue.bnf.fr/ark:/12148/cb121555158	Collection de documents inédits sur l'histoire de France 	oui	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire	http://catalogue.bnf.fr/ark:/12148/cb34018005s	auteur_personne-morale	
ark:/12148/cb34018005s	101199	962				1913		23			 -	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire. Tome XXIII : 10 mai 1795 - 2 juin 1795 (21 floréal An III - 14 prairial An III)	Aulard, François-Alphonse (1849-1928) 	http://catalogue.bnf.fr/ark:/12148/cb11889556h	France. Convention nationale. Comité de salut public	http://catalogue.bnf.fr/ark:/12148/cb121555158	Collection de documents inédits sur l'histoire de France 	oui	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire	http://catalogue.bnf.fr/ark:/12148/cb34018005s	auteur_personne-morale	
ark:/12148/cb34018005s	101200	963	ark:/12148/bpt6k6216571m	922	98.5	1915		24			 -	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire. Tome XXIV : 3 juin 1795 - 29 juin 1795 (15 prairial An III - 11 messidor An III)	Aulard, François-Alphonse (1849-1928) 	http://catalogue.bnf.fr/ark:/12148/cb11889556h	France. Convention nationale. Comité de salut public	http://catalogue.bnf.fr/ark:/12148/cb121555158	Collection de documents inédits sur l'histoire de France 	oui	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire	http://catalogue.bnf.fr/ark:/12148/cb34018005s	auteur_personne-morale	
ark:/12148/cb34018005s	101255	964	ark:/12148/bpt6k6215987j	828	98.5	1918		25			 -	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire. Tome XXV : 30 juin 1795 - 28 juillet 1795 (12 messidor An III-10 thermidor An III)	Aulard, François-Alphonse (1849-1928) 	http://catalogue.bnf.fr/ark:/12148/cb11889556h	France. Convention nationale. Comité de salut public	http://catalogue.bnf.fr/ark:/12148/cb121555158	Collection de documents inédits sur l'histoire de France 	oui	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire	http://catalogue.bnf.fr/ark:/12148/cb34018005s	auteur_personne-morale	
ark:/12148/cb34018005s	101256	965	ark:/12148/bpt6k6215558f	832	99.44	1923		26			 -	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire. Tome XXVI : 29 juillet 1795 - 29 août 1795 (11 thermidor An III - 12 fructidor An III)	Aulard, François-Alphonse (1849-1928) 	http://catalogue.bnf.fr/ark:/12148/cb11889556h	France. Convention nationale. Comité de salut public	http://catalogue.bnf.fr/ark:/12148/cb121555158	Collection de documents inédits sur l'histoire de France 	oui	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire	http://catalogue.bnf.fr/ark:/12148/cb34018005s	auteur_personne-morale	
ark:/12148/cb34018005s	101257	966	ark:/12148/bpt6k6219977d	756	99.7 	1933		27			 -	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire. Tome XXVII : 30 août 1795 - 25 septembre 1795 (13 fructidor An III - 3 vendémiaire An IV) 	Aulard, François-Alphonse (1849-1928) | Mautouchet, Paul (1864-1943) 	http://catalogue.bnf.fr/ark:/12148/cb11889556h | http://catalogue.bnf.fr/ark:/12148/cb125373609	France. Convention nationale. Comité de salut public	http://catalogue.bnf.fr/ark:/12148/cb121555158	Collection de documents inédits sur l'histoire de France 	oui	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire	http://catalogue.bnf.fr/ark:/12148/cb34018005s	auteur_personne-morale	
ark:/12148/cb34018005s	101258	967	ark:/12148/bpt6k62217370	776	98.72	1951		28			 -	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire. Tome XXVIII : 26 septembre 1795 - 26 octobre 1795 (4 vendémiaire an IV - 4 brumaire an IV) 	Aulard, François-Alphonse (1849-1928) 	http://catalogue.bnf.fr/ark:/12148/cb11889556h	France. Convention nationale. Comité de salut public	http://catalogue.bnf.fr/ark:/12148/cb121555158	Collection de documents inédits sur l'histoire de France 	oui	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire	http://catalogue.bnf.fr/ark:/12148/cb34018005s	auteur_personne-morale	
ark:/12148/cb33012410w	101260	429				1966		1			 -	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire. Supplément 1 : 10 août 1792 - 15 août 1793	Bouloiseau, Marc (1907-1999)	http://catalogue.bnf.fr/ark:/12148/cb118933332	France. Convention nationale. Comité de salut public	http://catalogue.bnf.fr/ark:/12148/cb121555158	Collection de documents inédits sur l'histoire de France	oui	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoir. Suppléments	http://catalogue.bnf.fr/ark:/12148/cb33012410w	auteur_personne-morale	
ark:/12148/cb33012410w	101253	430				1971		2			 -	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire. Supplément 2 : 16 août 1793 - 25 ventôse an II (15 mars 1794)	Bouloiseau, Marc (1907-1999)	http://catalogue.bnf.fr/ark:/12148/cb118933332	France. Convention nationale. Comité de salut public	http://catalogue.bnf.fr/ark:/12148/cb121555158	Collection de documents inédits sur l'histoire de France	oui	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoir. Suppléments	http://catalogue.bnf.fr/ark:/12148/cb33012410w	auteur_personne-morale	
ark:/12148/cb33012410w	101265	239				1992		3			 -	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire. Supplément 3 : 26 ventôse an II (12 mars 1794) - 21 ventôse an III (11 mars 1795)	Bouloiseau, Marc (1907-1999)	http://catalogue.bnf.fr/ark:/12148/cb118933332	France. Convention nationale. Comité de salut public	http://catalogue.bnf.fr/ark:/12148/cb121555158	Collection de documents inédits sur l'histoire de France	oui	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoir. Suppléments	http://catalogue.bnf.fr/ark:/12148/cb33012410w	auteur_personne-morale	
ark:/12148/cb33012410w	101266	240				1992		4			 -	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoire. Supplément 4 : 22 ventôse an III (12 mars 1795) - 1er frimaire an IV (22 novembre 1795)	Bouloiseau, Marc (1907-1999)	http://catalogue.bnf.fr/ark:/12148/cb118933332	France. Convention nationale. Comité de salut public	http://catalogue.bnf.fr/ark:/12148/cb121555158	Collection de documents inédits sur l'histoire de France	oui	Recueil des actes du Comité de salut public, avec la correspondance officielle des représentants en mission et le registre du conseil exécutif provisoir. Suppléments	http://catalogue.bnf.fr/ark:/12148/cb33012410w	auteur_personne-morale	
